SEQ,FECHA_CREACION,PREFIJO,CARRIER,AWB,ORIGEN,DESTINO,CODIGO_AGENTE,NOMBRE_AGENTE,PIEZAS,CWEIGHT,GROSSW,VOLUMEN,RATE,FLETE,SUBTOTAL,TAX,TOTAL,CODIGO_CLIENTE,CURRENCY,PRICE_CLASS,SHC_LIST,CHARGE_CODE,CREATE_OPER
19973321,2026-02-07,480,A7,00149041,HGH,NLU,0000009CGO,AWESOME CARGO,113,1789,1789,10.622,1,0.95,0.95,0,,0000009HRI,USD,,HEA,PP,HGHOP
19973312,2026-02-07,480,A7,00149030,HGH,NLU,0000009CGO,AWESOME CARGO,108,1805,1805,10.8,1,0.95,0.95,0,,0000009HRI,USD,,HEA,PP,HGHOP
19973300,2026-02-07,480,A7,00149026,HGH,NLU,0000009CGO,AWESOME CARGO,100,1958,1958,11.6,1,0.95,0.95,0,,0000009HRI,USD,,HEA,PP,HGHOP
19973298,2026-02-07,480,A7,00145644,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1716,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973295,2026-02-07,480,A7,00145633,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1651,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973293,2026-02-07,480,A7,00145622,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1611,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973291,2026-02-07,480,A7,00145611,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1583,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973287,2026-02-07,480,A7,00145600,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1603,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973280,2026-02-07,480,A7,00145596,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1675,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973277,2026-02-07,480,A7,00145585,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1559,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973265,2026-02-07,480,A7,00145574,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1518,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973263,2026-02-07,480,A7,00145563,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1702,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973261,2026-02-07,480,A7,00145552,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1398,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973258,2026-02-07,480,A7,00145541,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1373,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973231,2026-02-07,480,A7,00145530,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1549,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973206,2026-02-07,480,A7,00145526,HGH,NLU,0000009CGO,AWESOME CARGO,100,2000,1430,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973203,2026-02-07,480,A7,00121542,HGH,NLU,0000009CGO,AWESOME CARGO,100,2056,2056,12,1,0.95,0.95,0,,0000009HRI,USD,,HEA,PP,HGHOP
19973189,2026-02-07,480,A7,00145736,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1696,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973181,2026-02-07,480,A7,00145725,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1703,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973171,2026-02-07,480,A7,00145714,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1653,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973094,2026-02-07,480,A7,00145703,HGH,VCP,0000009CGO,AWESOME CARGO,100,2000,1718,12,1,0.95,0.95,0,,0000009FAL,USD,,HEA,PP,HGHOP
19973064,2026-02-07,480,A7,00121914,HGH,VCP,0000009CGO,AWESOME CARGO,51,909,909,4.941,1,0.95,0.95,0,,0000009HBI,USD,,HEA,PP,HGHOP
19973052,2026-02-07,480,A7,00121682,HGH,VCP,0000009CGO,AWESOME CARGO,41,701,701,3.915,1,718.2,718.2,0,,0000009HBI,USD,,,PP,HGHOP
19973030,2026-02-07,480,A7,00121671,HGH,VCP,0000009CGO,AWESOME CARGO,34,756,756,3.992,1,0.95,0.95,0,,0000009HBI,USD,,,PP,HGHOP
19973013,2026-02-07,480,A7,00121660,HGH,VCP,0000009CGO,AWESOME CARGO,62,1090,1090,5.952,1,0.95,0.95,0,,0000009ZUB,USD,,,PP,HGHOP
19972893,2026-02-07,480,A7,00121656,HGH,VCP,0000009CGO,AWESOME CARGO,43,944,944,5.046,1,0.95,0.95,0,,0000009ZUB,USD,,,PP,HGHOP
19972725,2026-02-07,480,A7,00121531,HGH,NLU,0000009CGO,AWESOME CARGO,100,2039,2039,12,1,0.95,0.95,0,,0000009HRI,USD,,,PP,HGHOP
19967248,2026-02-06,HWB,A7,RIO0014299,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,320.5,320.1,0,0,0,0,0,,~019967248S,BRL,,HEA,PP,WBORGES
19967220,2026-02-06,HWB,A7,ITJ0000312,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,134,133.8,0,0,0,0,0,,~019967220S,BRL,,,PP,WBORGES
19966675,2026-02-06,HWB,A7,1072378050,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,2560,1508.2,0,0,0,0,0,,~019966675S,BRL,,HEA,PP,WBORGES
19966599,2026-02-06,480,ET,00202473,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,470,470,1.514,1.2,535.8,535.8,23.69,,,USD,,,PP,JVALDOS
19966551,2026-02-06,480,ET,00241511,NLU,BOG,86102310092,KUEHNE + NAGEL FORWARDING,2,11500,5815,33.675,1.2,13110,13110,579.6,,,USD,,HEA,PP,JVALDOS
19966031,2026-02-06,480,ET,00266501,NLU,BOG,86100470002,TIBA MEXICO SA DE CV,4,3522,3521.6,9.209,0.55,1840.24,1840.24,81.36,,,USD,,HEA,PP,JVALDOS
19965965,2026-02-06,480,ET,00300123,NLU,BOG,86102280003,IMPORTCARGO MÉXICO S.A. DE C.V.,12,6854,6853.3,17.016,0.6,3906.78,3906.78,172.72,,,USD,,HEA,PP,JVALDOS
19965824,2026-02-06,480,A7,00283286,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,5044,5043.8,12.408,0,0,0,0,,~019965824S,USD,,,PP,System
19964859,2026-02-06,HWB,A7,14231040082,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,4500,3078.7,0,0,0,0,0,,~019964859S,BRL,,HEA,PP,WBORGES
19964117,2026-02-06,HWB,A7,1072264203,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,18,5760,2565.6,0,0,0,0,0,,~019964117S,BRL,,,PP,WBORGES
19961924,2026-02-06,HWB,A7,AGL20260053,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,2,1000,887.6,0,0,0,0,0,,~019961924S,USD,,HEA,PP,WBORGES
19961338,2026-02-06,HWB,A7,1072144073,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,536,247,0,0,0,0,0,,~019961338S,BRL,,,PP,WBORGES
19960437,2026-02-06,HWB,A7,31144945730,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,1173.5,1173.5,0,0,0,0,0,,~019960437S,BRL,,HEA,PP,WBORGES
19959955,2026-02-06,HWB,A7,14231038870,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,6,1500,662.7,0,0,0,0,0,,~019959955S,USD,,,PP,WBORGES
19959113,2026-02-06,HWB,A7,S2601558390,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,4,3164,3163.9,0,0,0,0,0,,~019959113S,BRL,,HEA,PP,WBORGES
19949489,2026-02-06,HWB,A7,FC2158634,UIO,LAX,0000009TMA,AWESOME CARGO,2,52,49,0,0,0,0,0,,~019949489S,ECS,,,PP,JHERNANDEZ
19949434,2026-02-06,HWB,A7,FC2158604,UIO,LAX,0000009TMA,AWESOME CARGO,3,78,59,0,0,0,0,0,,~019949434S,ECS,,,PP,JHERNANDEZ
19949427,2026-02-06,HWB,A7,FC2158645,UIO,LAX,0000009TMA,AWESOME CARGO,2,35,32,0,0,0,0,0,,~019949427S,ECS,,,PP,SLEDESMA
19949242,2026-02-06,HWB,A7,FC2158567,UIO,LAX,0000009TMA,AWESOME CARGO,3,19,16,0,0,0,0,0,,~019949242S,ECS,,,PP,JHERNANDEZ
19949200,2026-02-06,HWB,A7,FC2158548,UIO,LAX,0000009TMA,AWESOME CARGO,4,15,13,0,0,0,0,0,,~019949200S,ECS,,,PP,JHERNANDEZ
19949054,2026-02-06,HWB,A7,FC2158547,UIO,LAX,0000009TMA,AWESOME CARGO,2,42,42,0,0,0,0,0,,~019949054S,ECS,,,PP,JHERNANDEZ
19949031,2026-02-06,HWB,A7,FC2158546,UIO,LAX,0000009TMA,AWESOME CARGO,1,26,23,0,0,0,0,0,,~019949031S,ECS,,,PP,JHERNANDEZ
19948915,2026-02-06,HWB,A7,FC2158500,UIO,LAX,0000009TMA,AWESOME CARGO,1,8,7,0,0,0,0,0,,~019948915S,ECS,,,PP,JHERNANDEZ
19948849,2026-02-06,HWB,MS,FC2158485,UIO,LAX,0000009TMA,AWESOME CARGO,2,39,36,0,0,0,0,0,,~019948849S,ECS,,,PP,JHERNANDEZ
19948836,2026-02-06,HWB,A7,FC2158648,UIO,LAX,0000009TMA,AWESOME CARGO,2,18,11,0,0,0,0,0,,~019948836S,ECS,,,PP,SLEDESMA
19948777,2026-02-06,HWB,A7,FC2158420,UIO,LAX,0000009TMA,AWESOME CARGO,1,29,21,0,0,0,0,0,,~019948777S,ECS,,,PP,JHERNANDEZ
19948749,2026-02-06,HWB,A7,FC2158675,UIO,LAX,0000009TMA,AWESOME CARGO,2,40,40,0,0,0,0,0,,~019948749S,ECS,,,PP,SLEDESMA
19948729,2026-02-06,HWB,A7,FC2158416,UIO,LAX,0000009TMA,AWESOME CARGO,2,16,14,0,0,0,0,0,,~019948729S,ECS,,,PP,JHERNANDEZ
19948682,2026-02-06,HWB,A7,FC2158717,UIO,LAX,0000009TMA,AWESOME CARGO,15,409,366,0,0,0,0,0,,~019948682S,ECS,,,PP,SLEDESMA
19948658,2026-02-06,HWB,A7,FC2158411,UIO,LAX,0000009TMA,AWESOME CARGO,2,8,6,0,0,0,0,0,,~019948658S,ECS,,,PP,JHERNANDEZ
19948621,2026-02-06,HWB,MS,FC2158718,UIO,LAX,0000009TMA,AWESOME CARGO,6,136,130,0,0,0,0,0,,~019948621S,ECS,,,PP,SLEDESMA
19948558,2026-02-06,HWB,A7,FC2158376,UIO,LAX,0000009TMA,AWESOME CARGO,17,90,62,0,0,0,0,0,,~019948558S,ECS,,,PP,JHERNANDEZ
19948548,2026-02-06,HWB,A7,FC2158020,UIO,LAX,0000009TMA,AWESOME CARGO,13,340,249,0,0,0,0,0,,~019948548S,ECS,,,PP,SLEDESMA
19948360,2026-02-06,HWB,A7,FC2158845,UIO,LAX,0000009TMA,AWESOME CARGO,4,104,87,0,1,0,0,0,,~019948360S,ECS,,,PP,SLEDESMA
19948390,2026-02-06,HWB,A7,FC2158360,UIO,LAX,0000009TMA,AWESOME CARGO,1,12,7,0,0,0,0,0,,~019948390S,ECS,,,PP,JHERNANDEZ
19948355,2026-02-06,HWB,A7,FC2158356,UIO,LAX,0000009TMA,AWESOME CARGO,2,22,14,0,0,0,0,0,,~019948355S,ECS,,,PP,JHERNANDEZ
19948312,2026-02-06,HWB,A7,FC2158359,UIO,LAX,0000009TMA,AWESOME CARGO,1,9,5,0,0,0,0,0,,~019948312S,ECS,,,PP,JHERNANDEZ
19948132,2026-02-06,HWB,A7,FC2158355,UIO,LAX,0000009TMA,AWESOME CARGO,1,29,19,0,0,0,0,0,,~019948132S,ECS,,,PP,JHERNANDEZ
19948105,2026-02-06,HWB,A7,FC2158354,UIO,LAX,0000009TMA,AWESOME CARGO,29,127,78,0,0,0,0,0,,~019948105S,ECS,,,PP,JHERNANDEZ
19947984,2026-02-06,HWB,A7,FC2158352,UIO,LAX,0000009TMA,AWESOME CARGO,3,58,53,0,0,0,0,0,,~019947984S,ECS,,,PP,JHERNANDEZ
19947913,2026-02-06,HWB,A7,LA1602013645,UIO,LAX,0000009TMA,AWESOME CARGO,22,338,338,0,0,0,0,0,,~019947913S,ECS,,,PP,ABARCENAS
19947901,2026-02-06,HWB,A7,LA1602012383,UIO,LAX,0000009TMA,AWESOME CARGO,6,71,71,0,0,0,0,0,,~019947901S,ECS,,,PP,ABARCENAS
19947888,2026-02-06,HWB,A7,LA1602011582,UIO,LAX,0000009TMA,AWESOME CARGO,4,29,29,0,0,0,0,0,,~019947888S,ECS,,,PP,ABARCENAS
19947845,2026-02-06,HWB,A7,LA1602012207,UIO,LAX,0000009TMA,AWESOME CARGO,4,46,46,0,0,0,0,0,,~019947845S,ECS,,,PP,ABARCENAS
19947836,2026-02-06,HWB,A7,LA1602012652,UIO,LAX,0000009TMA,AWESOME CARGO,125,1593,1593,0,0,0,0,0,,~019947836S,ECS,,,PP,ABARCENAS
19947736,2026-02-06,HWB,A7,LA1602011080,UIO,LAX,0000009TMA,AWESOME CARGO,9,100,100,0,0,0,0,0,,~019947736S,ECS,,,PP,ABARCENAS
19947732,2026-02-06,HWB,A7,LA1602009810,UIO,LAX,0000009TMA,AWESOME CARGO,249,2012,2012,0,0,0,0,0,,~019947696S,ECS,,,PP,ABARCENAS
19947696,2026-02-06,HWB,A7,LA1602009711,UIO,LAX,0000009TMA,AWESOME CARGO,22,160,160,0,0,0,0,0,,~019947696S,ECS,,,PP,ABARCENAS
19947689,2026-02-06,HWB,A7,LA1602012896,UIO,LAX,0000009TMA,AWESOME CARGO,57,602,602,0,0,0,0,0,,~019947689S,ECS,,,PP,ABARCENAS
19947606,2026-02-06,HWB,A7,LA1602011567,UIO,LAX,0000009TMA,AWESOME CARGO,609,3032,3032,0,0,0,0,0,,~019947606S,ECS,,,PP,ABARCENAS
19947441,2026-02-06,HWB,A7,FC2158848,UIO,LAX,0000009TMA,AWESOME CARGO,1,26,24,0,1,0,0,0,,~019947441S,ECS,,,PP,SLEDESMA
19947595,2026-02-06,HWB,A7,LA1602010676,UIO,LAX,0000009TMA,AWESOME CARGO,90,388,388,0,0,0,0,0,,~019947595S,ECS,,,PP,ABARCENAS
19947575,2026-02-06,HWB,A7,LA1602013124,UIO,LAX,0000009TMA,AWESOME CARGO,98,1737,1737,0,0,0,0,0,,~019947494S,ECS,,,PP,ABARCENAS
19947494,2026-02-06,HWB,A7,LA1602013100,UIO,LAX,0000009TMA,AWESOME CARGO,1,15,15,0,0,0,0,0,,~019947494S,ECS,,,PP,ABARCENAS
19947280,2026-02-05,592,A7,31312934,UIO,LAX,0000009TMA,AWESOME CARGO,6,2930,2930,10.419,1,0,1,0,,~019947280S,USD,,HEA,PP,YMEDINA
19947244,2026-02-05,592,A7,31312923,UIO,LAX,0000009TMA,AWESOME CARGO,13,7734,7734,24.504,1,0,1,0,,~019947244S,ECS,,HEA,PP,YMEDINA
19947186,2026-02-05,592,A7,31312982,UIO,LAX,0000009TMA,AWESOME CARGO,1296,13115.5,10123,78.693,0,0,0,0,,~019947186S,USD,,,PP,YMEDINA
19947128,2026-02-05,592,A7,31312960,UIO,LAX,0000009TMA,AWESOME CARGO,2,463,463,2.745,1,0,1,0,,~019947128S,ECS,,HEA,PP,YMEDINA
19946884,2026-02-05,592,A7,31312945,UIO,LAX,0000009TMA,AWESOME CARGO,122,1781,1463,10.686,1,0,0,0,,~019946884S,ECS,,,PP,YMEDINA
19945326,2026-02-05,480,A7,00283216,VCP,MEX,0000002ATC,ATC AVIATION SERVICES,7,2388,2366.9,14.328,0,0,0,0,,~019945326S,USD,,HEA,PP,System
19945247,2026-02-05,480,A7,00282903,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,35,14688,14687.7,46.2,0,0,0,0,,~019945247S,BRL,,HEA,PP,System
19942394,2026-02-05,480,ET,00201924,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,5,417,417,1.385,1.2,475.38,475.38,21.02,,,USD,,,PP,JVALDOS
19941826,2026-02-05,480,A7,00241500,NLU,BOG,86102310092,KUEHNE + NAGEL FORWARDING,19,6684,6683.6,34.283,0.6,3809.88,3809.88,168.44,,,USD,,HEA,PP,JVALDOS
19941765,2026-02-05,480,ET,00202193,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,1,1800,647,0.641,0.6,1026,1026,45.36,,86114130001,USD,,HEA,PP,PTOLEDO
19941688,2026-02-05,480,ET,00211540,NLU,BOG,86114130001,DHL GLOBAL FORWARDING MEXICO SA DE,10,4273,4273,12.048,0.7,2841.54,2841.54,125.63,,86114130001,USD,,HEA,PP,PTOLEDO
19941635,2026-02-05,480,ET,00202344,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,17,2319.5,524,10.954,0.5,1101.76,1101.76,48.71,,86100040003,USD,,,PP,PTOLEDO
19941578,2026-02-05,480,ET,00216521,NLU,BOG,86100280000,CEVA A&O MEXICO SA DE CV,1,75,75,0.446,9.5,676.87,676.87,29.93,,86100280000,USD,,,PP,PTOLEDO
19941481,2026-02-05,480,ET,00201736,NLU,BOG,0000009ETH,ETHIOPIAN CARGO,26,7426.5,4545,44.558,0.5,3527.59,3527.59,155.96,,86199080015,USD,,HEA,PP,PTOLEDO
19941382,2026-02-05,480,ET,00216510,NLU,LIM,86100280000,CEVA A&O MEXICO SA DE CV,1,525,525,1.431,1.9,947.62,947.62,41.9,,86100280000,USD,,HEA,PP,PTOLEDO
19933645,2026-02-05,480,A7,00147136,CGO,SCL,0000009CGO,AWESOME CARGO,48,1173,1173,5.76,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933630,2026-02-05,480,A7,00147125,CGO,SCL,0000009CGO,AWESOME CARGO,95,2292,2292,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933580,2026-02-05,480,A7,00147114,CGO,SCL,0000009CGO,AWESOME CARGO,96,2295,2295,11.41,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933554,2026-02-05,480,A7,00147103,CGO,SCL,0000009CGO,AWESOME CARGO,47,983,983,4.986,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933543,2026-02-05,480,A7,00147092,CGO,SCL,0000009CGO,AWESOME CARGO,95,2202,2202,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933502,2026-02-05,480,A7,00147081,CGO,SCL,0000009CGO,AWESOME CARGO,98,2257,2257,11.473,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933471,2026-02-05,480,A7,00147070,CGO,SCL,0000009CGO,AWESOME CARGO,95,2286,2286,11.4,1,0.95,0.95,0,,0000009YUT,USD,,HEA,PP,CGOOP1
19933458,2026-02-05,480,A7,00145784,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1623,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19933420,2026-02-05,480,A7,00145773,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1653,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19933381,2026-02-05,480,A7,00145460,CGO,SCL,0000009CGO,AWESOME CARGO,100,2000,1769,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932792,2026-02-05,480,A7,00145095,CGO,SCL,0000009CGO,AWESOME CARGO,99,2000,1983,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932745,2026-02-05,480,A7,00145456,CGO,SCL,0000009CGO,AWESOME CARGO,85,2000,1692,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932682,2026-02-05,480,A7,00145445,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1830,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932672,2026-02-05,480,A7,00145434,CGO,SCL,0000009CGO,AWESOME CARGO,99,2042,2042,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932614,2026-02-05,480,A7,00145423,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1713,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932573,2026-02-05,480,A7,00145412,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1731,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932563,2026-02-05,480,A7,00145401,CGO,SCL,0000009CGO,AWESOME CARGO,92,2000,1784,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932551,2026-02-05,480,A7,00145390,CGO,SCL,0000009CGO,AWESOME CARGO,96,2000,1952,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932539,2026-02-05,480,A7,00145386,CGO,SCL,0000009CGO,AWESOME CARGO,93,2000,1692,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932524,2026-02-05,480,A7,00145375,CGO,SCL,0000009CGO,AWESOME CARGO,92,1988,1731,11.927,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932500,2026-02-05,480,A7,00145364,CGO,SCL,0000009CGO,AWESOME CARGO,84,2000,1702,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19932195,2026-02-05,480,A7,00145353,CGO,SCL,0000009CGO,AWESOME CARGO,99,2000,1779,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931843,2026-02-05,480,A7,00145342,CGO,SCL,0000009CGO,AWESOME CARGO,94,2000,1756,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931644,2026-02-05,480,A7,00145331,CGO,SCL,0000009CGO,AWESOME CARGO,87,2000,1644,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931587,2026-02-05,480,A7,00145320,CGO,SCL,0000009CGO,AWESOME CARGO,86,2000,1692,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931531,2026-02-05,480,A7,00145316,CGO,SCL,0000009CGO,AWESOME CARGO,97,2000,1766,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931515,2026-02-05,480,A7,00145305,CGO,SCL,0000009CGO,AWESOME CARGO,89,2000,1700,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931493,2026-02-05,480,A7,00145294,CGO,SCL,0000009CGO,AWESOME CARGO,95,2000,1710,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19931479,2026-02-05,480,A7,00145283,CGO,SCL,0000009CGO,AWESOME CARGO,98,2083,2083,12,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19923949,2026-02-04,480,A7,01012244,POA,SAL,57105090011,FASTCARGO AGENCIAMIENTO,277,3257.5,2219,19.545,1,0,0,0,,~019923949S,BRL,,,PP,SLEDESMA
19923836,2026-02-04,480,A7,01012255,POA,SAL,57105090011,FASTCARGO AGENCIAMIENTO,945,16760.5,8344,100.561,1,0,1,0,,~019923836S,BRL,,,PP,SLEDESMA
19923792,2026-02-04,480,A7,01012222,POA,SAL,57105090011,FASTCARGO AGENCIAMIENTO,584,8882,5025,53.292,1,0,1,0,,~019923792S,BRL,,,PP,SLEDESMA
19923612,2026-02-04,480,A7,01012270,POA,SAL,57105090011,FASTCARGO AGENCIAMIENTO,2674,38348,23428,230.088,0,0,0,0,,~019923612S,USD,,,PP,SLEDESMA
19922236,2026-02-04,480,A7,00145272,CGO,SCL,0000009CGO,AWESOME CARGO,97,1988.5,1513,11.93,1,0.95,0.95,0,,0000009FUJ,USD,,HEA,PP,CGOOP1
19922605,2026-02-04,480,A7,00283275,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,17,2837.5,2837.1,7.66,0,0,0,0,,~019922605S,USD,,HEA,PP,System
19917182,2026-02-04,480,A7,00283253,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,3079,3078.7,7.407,0,0,0,0,,~019917182S,BRL,,HEA,PP,System
19917162,2026-02-04,480,A7,00283205,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,22,23020,23020,15.615,0,0,0,0,,~019917162S,BRL,,HEA,PP,System
19917147,2026-02-04,480,A7,00283113,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,8,2560,1508.2,15.36,0,0,0,0,,~019917147S,BRL,,,PP,System
19917129,2026-02-04,480,A7,00283102,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,536,247,3.216,0,0,0,0,,~019917129S,BRL,,,PP,System
19917098,2026-02-04,480,A7,00282940,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,3,1173.5,1173.5,2.111,0,0,0,0,,~019917098S,BRL,,,PP,System
19917084,2026-02-04,480,A7,00282693,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,18,5760,2565.6,34.56,0,0,0,0,,~019917084S,BRL,,,PP,System
19917050,2026-02-04,480,A7,00139193,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,4,3164,3163.9,6.854,0,0,0,0,,~019917050S,BRL,,HEA,PP,System
19917016,2026-02-04,480,A7,00139075,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,12,3840,1767.3,23.04,0,0,0,0,,~019917016S,BRL,,,,System
19916984,2026-02-04,480,A7,00111204,VCP,NLU,0000002ATC,ATC AVIATION SERVICES,10,1527.5,453.9,9.164,0,0,0,0,,~019916984S,BRL,,HEA,PP,System
19913960,2026-02-04,480,A7,00300576,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,150,3511,3511,12.642,2.25,0,0,0,,~019913960S,CLP,,COL PES,PP,System
19913919,2026-02-04,480,A7,00300510,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2200,2200,8.428,2.25,0,0,0,,~019913919S,CLP,,COL PES,PP,System
19913871,2026-02-04,480,A7,00300565,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4750,4750,16.856,2.25,0,0,0,,~019913871S,CLP,,COL PES,PP,System
19913735,2026-02-04,480,A7,00300532,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4360,4360,16.856,2.25,0,0,0,,~019913735S,CLP,,COL PES,PP,System
19905563,2026-02-03,480,A7,00300580,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,98,2390,2390,8.259,2.25,0,0,0,,~019905563S,CLP,,COL PES,PP,System
19905543,2026-02-03,480,A7,00300521,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,100,2491,2491,8.428,2.25,0,0,0,,~019905543S,CLP,,COL PES,PP,System
19905515,2026-02-03,480,A7,00300506,SCL,CGO,75100510015,ANDES INTERGACIÓN LOGÍSTICA,200,4190,4190,16.856,2.25,0,0,0,,~019905515S,CLP,,COL PES,PP,System
